path,line,size_bytes,text,looks_like_source_table
reports/1781006575.2866.622a4328/artifact_inventory.csv,429,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7082,2313746,""61:530312:8316:141300,61,B4-B6,B4,B6,-2.8644417493794414,2.8644417493794414,394.9499999999998,394.9499999999998,561.9899999999998,729.0",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,430,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7218,2313746,""61:532293:10186:143281,61,B4-B8,B4,B8,-2.6783231067262676,2.6783231067262676,0.0,0.0,0.0,0.0,0.0,0.0,-0.34748451567400274,7.86806289627",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,431,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7266,2313746,""61:532959:10812:143946,61,B4-B8,B4,B8,-2.797062166633161,2.797062166633161,0.0,0.0,0.0,0.0,0.0,0.0,-0.48012926346906326,7.9153481692630",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,432,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7343,2313746,""61:533709:11511:144695,61,B4-B6,B4,B6,-5.592553708054801,5.592553708054801,0.0,0.0,0.0,0.0,0.0,0.0,-0.24189690069563774,8.0729352785889",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,433,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7344,2313746,""61:533709:11511:144695,61,B4-B8,B4,B8,-5.74407287065744,5.74407287065744,0.0,0.0,0.0,0.0,0.0,0.0,-0.09072089757951396,8.072935278588918",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,434,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7345,2313746,""61:533709:11511:144695,61,B6-B8,B6,B8,-0.1515191626026393,0.1515191626026393,0.0,0.0,0.0,0.0,0.0,0.0,0.15117600311612378,8.163656176168",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,435,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7362,2313746,""61:533826:11620:144812,61,B4-B8,B4,B8,-6.051106824112921,6.051106824112921,0.0,0.0,0.0,0.0,0.0,0.0,0.15113676033987478,7.79193595693805",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,436,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7460,2313746,""61:534681:12408:145667,61,B4-B6,B4,B6,-5.431143803096056,5.431143803096056,0.0,0.0,0.0,0.0,0.0,0.0,-0.10650746351833806,7.8347881073881",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,437,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7526,2313746,""61:535549:13217:146535,61,B4-B6,B4,B6,-4.7881137480179845,4.7881137480179845,0.0,0.0,0.0,0.0,0.0,0.0,-0.15116638901415858,7.10865322134",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,438,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7688,2313746,""61:537587:15116:148573,61,B4-B6,B4,B6,-3.7165258247937274,3.7165258247937274,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005349023930696362,7.938623915",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,439,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7689,2313746,""61:537587:15116:148573,61,B4-B8,B4,B8,-5.2898154031399045,5.2898154031399045,0.0,0.0,0.0,0.0,0.0,0.0,-0.46394375001120647,7.93862391556",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,440,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7690,2313746,""61:537587:15116:148573,61,B6-B8,B6,B8,-1.573289578346177,1.573289578346177,0.0,0.0,0.0,0.0,0.0,0.0,-0.46340884761813683,7.9391588179567",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,442,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7871,2313746,""62:540141:1138:151127,62,B4-B6,B4,B6,-4.511599067599072,4.511599067599072,0.0,0.0,0.0,0.0,0.0,0.0,-0.042008211873099555,7.8806153623441",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,443,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7872,2313746,""62:540141:1138:151127,62,B4-B8,B4,B8,-4.8714223429838555,4.8714223429838555,0.0,0.0,0.0,0.0,0.0,0.0,-0.08943394263194904,7.880615362344",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,444,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7873,2313746,""62:540141:1138:151127,62,B6-B8,B6,B8,-0.35982327538478387,0.35982327538478387,0.0,0.0,0.0,0.0,0.0,0.0,-0.04742573075884948,7.9226235742",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,445,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7874,2313746,""62:540152:1146:151138,62,B4-B6,B4,B6,-5.0251228056915025,5.0251228056915025,0.0,0.0,0.0,0.0,0.0,0.0,0.11788214859565826,7.7151236036321",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,446,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7875,2313746,""62:540152:1146:151138,62,B4-B8,B4,B8,-3.331370662574038,3.331370662574038,0.0,0.0,0.0,0.0,0.0,0.0,-0.13652492537050964,7.83300575222776",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,447,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7876,2313746,""62:540152:1146:151138,62,B6-B8,B6,B8,1.6937521431174645,1.6937521431174645,0.0,0.0,0.0,0.0,0.0,0.0,-0.2544070739661679,7.71512360363210",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,448,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7928,2313746,""62:540899:1850:151885,62,B4-B6,B4,B6,-4.781717295151104,4.781717295151104,-3.632499999999709,3.632499999999709,3.632499999999709,3.6324",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,449,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,7985,2313746,""62:541590:2489:152576,62,B4-B6,B4,B6,-4.6449352199759915,4.6449352199759915,0.0,0.0,0.0,0.0,0.0,0.0,0.09305029183688696,7.7030076824792",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,450,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,8646,2313746,""62:551495:11246:162481,62,B4-B8,B4,B8,-4.799173862115111,4.799173862115111,0.0,0.0,0.0,0.0,0.0,0.0,-0.3123529272283765,7.93826715494631",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,451,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,8688,2313746,""62:551895:11610:162881,62,B4-B8,B4,B8,-2.0371771063620656,2.0371771063620656,0.0,0.0,0.0,0.0,0.0,0.0,-0.4139182438192224,7.764720544771",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,453,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,8992,2313746,""62:556528:15939:167514,62,B6-B8,B6,B8,1.2822227991815112,1.2822227991815112,0.0,0.0,0.0,0.0,0.0,0.0,-0.32225747694317874,7.840116191033",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,454,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,9415,2313746,""62:563320:5855:174306,62,B6-B8,B6,B8,-1.2689056455030112,1.2689056455030112,0.0,0.0,0.0,0.0,0.0,0.0,0.03625954424319655,7.8152070621890",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,455,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,9444,2313746,""62:563969:6488:174955,62,B4-B8,B4,B8,-3.9036787915113607,3.9036787915113607,0.0,0.0,0.0,0.0,0.0,0.0,-0.6704915499250754,7.4622149397681",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,457,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,9453,2313746,""62:564048:6563:175034,62,B4-B8,B4,B8,-4.58009936369195,4.58009936369195,0.0,0.0,0.0,0.0,0.0,0.0,-0.15112645625929222,7.86403565907245,-",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,458,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,9598,2313746,""62:566302:8688:177288,62,B6-B8,B6,B8,-0.605638999515115,0.605638999515115,0.0,0.0,0.0,0.0,0.0,0.0,-0.026797211391468068,7.8032308711423",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,459,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,9655,2313746,""62:567508:9815:178494,62,B6-B8,B6,B8,0.27110596623484184,0.27110596623484184,0.0,0.0,0.0,0.0,0.0,0.0,-0.02560806897619372,8.10636372080",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,460,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,9810,2313746,""62:569708:11855:180694,62,B4-B8,B4,B8,-3.301744397663988,3.301744397663988,0.0,0.0,0.0,0.0,0.0,0.0,-0.7255380105649056,7.31055015853442",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,461,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,9868,2313746,""62:570534:12629:181520,62,B6-B8,B6,B8,4.137434614728122,4.137434614728122,-41.75749999999971,41.75749999999971,119.27250000000004,196.7",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,462,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,9936,2313746,""62:571919:13900:182905,62,B4-B8,B4,B8,-5.057220779220778,5.057220779220778,0.0,0.0,0.0,0.0,0.0,0.0,-0.28194988161613566,7.9526151116509",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,463,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10007,2313746,""62:573218:15113:184204,62,B4-B6,B4,B6,-6.145407976428501,6.145407976428501,0.0,0.0,0.0,0.0,0.0,0.0,0.08602163623566383,7.9452011324127",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,464,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10008,2313746,""62:573218:15113:184204,62,B4-B8,B4,B8,-5.755074876734319,5.755074876734319,0.0,0.0,0.0,0.0,0.0,0.0,0.0842514109548329,7.94697135769359",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,465,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10009,2313746,""62:573218:15113:184204,62,B6-B8,B6,B8,0.39033309969418184,0.39033309969418184,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017702252808309282,7.9452011",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,466,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10325,2313746,""63:581937:6917:192923,63,B4-B6,B4,B6,-6.34202613288852,6.34202613288852,0.0,0.0,0.0,0.0,0.0,0.0,-0.2124331326725173,7.595889917718538,",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,467,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10328,2313746,""63:582083:7058:193069,63,B4-B6,B4,B6,-3.3523199802785655,3.3523199802785655,0.0,0.0,0.0,0.0,0.0,0.0,0.11639558439482389,7.864995997185",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,468,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10383,2313746,""63:583710:8589:194696,63,B4-B8,B4,B8,-2.9217282626223238,2.9217282626223238,0.0,0.0,0.0,0.0,0.0,0.0,-0.9642342071511543,7.228751230463",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,469,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10675,2313746,""63:594045:1839:205030,63,B6-B8,B6,B8,2.621776203242689,2.621776203242689,0.0,0.0,0.0,0.0,0.0,0.0,-0.37797689266697265,7.86095636487638",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,470,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10761,2313746,""63:596637:4228:207622,63,B4-B8,B4,B8,0.49151102843476124,0.49151102843476124,-428.3850000000002,428.3850000000002,1276.8850000000002,2",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,472,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10866,2313746,""63:600098:7481:211083,63,B4-B8,B4,B8,-4.200788685116883,4.200788685116883,0.0,0.0,0.0,0.0,0.0,0.0,-0.7173327874377904,7.25805997591302",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,473,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10868,2313746,""63:600100:7483:211085,63,B4-B6,B4,B6,-4.507872816100637,4.507872816100637,0.0,0.0,0.0,0.0,0.0,0.0,-0.06985143905281799,7.8330057522277",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,474,967140,"reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,10877,2313746,""63:600219:7597:211204,63,B4-B6,B4,B6,-4.822703166861821,4.822703166861821,0.0,0.0,0.0,0.0,0.0,0.0,-0.09206374118749228,7.7527648088513",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,475,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,55,37409197,""44,high_20nA,20.0,127,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05171511473668396,0.4927264231819368"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,476,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,699,37409197,""44,high_20nA,20.0,1563,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.30234214343151106,0.29441946852852785"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,477,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,903,37409197,""44,high_20nA,20.0,2032,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.3814569151114662,0.4529812506304237"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,478,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,1121,37409197,""44,high_20nA,20.0,2522,0,amp_1000_2500|s16_mild_lowering|p02_normal,amp_1000_2500,s16_mild_lowering,p02_normal,0.0028976415118309295,0.335126887816317"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,479,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,1199,37409197,""44,high_20nA,20.0,2696,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.15530431082560311,0.42128335615113366"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,480,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,1498,37409197,""44,high_20nA,20.0,3405,0,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,3.9820842077556404e-20,0.554231511674460",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,481,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,1558,37409197,""44,high_20nA,20.0,3544,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.3589230378714774,0.46901511177247335"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,482,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,1748,37409197,""44,high_20nA,20.0,3942,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.09378022585547599,0.5085981588101511"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,483,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,2000,37409197,""45,high_20nA,20.0,4473,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.2385848741511374,0.3768760477022708"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,484,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,2804,37409197,""45,high_20nA,20.0,5918,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.009322752948039874,0.3547591511675749"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,485,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,3252,37409197,""45,high_20nA,20.0,6673,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05715114196838543,0.6435601323448894"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,486,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,3722,37409197,""45,high_20nA,20.0,7493,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04448856745440146,0.5457515113411232"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,487,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,3797,37409197,""45,high_20nA,20.0,7675,0,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,0.0005908647455841849,0.4151139684429744",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,488,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,4765,37409197,""45,high_20nA,20.0,10204,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.004732499861924976,0.6271214767534127"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,489,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,4933,37409197,""45,high_20nA,20.0,10618,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.0411511601695802,0.3359371526715539"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,490,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,4940,37409197,""45,high_20nA,20.0,10636,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015555702766572876,0.4493042476245767"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,491,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,5150,37409197,""45,high_20nA,20.0,11099,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.15051511123970765,0.38469355244390235"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,492,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,5325,37409197,""45,high_20nA,20.0,11511,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.12018118306680944,0.4110183539669928"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,493,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,5415,37409197,""45,high_20nA,20.0,11697,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.001511522025820114,0.335957915790178"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,494,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,5564,37409197,""45,high_20nA,20.0,12058,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015111121228442645,0.6028970324042775"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,495,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,5599,37409197,""45,high_20nA,20.0,12147,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.02571768431503644,0.24899915572254147"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,496,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,5875,37409197,""45,high_20nA,20.0,12798,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.018911922490588182,0.5811331511707485"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,497,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,6254,37409197,""45,high_20nA,20.0,13724,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.004169983812957868,0.30715114367504603"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,498,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,6364,37409197,""45,high_20nA,20.0,14003,1,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.10413892651991545,0.7151178934899943"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,499,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,6845,37409197,""45,high_20nA,20.0,15111,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.28716469998374977,0.3924277001110273"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,500,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,6846,37409197,""45,high_20nA,20.0,15115,0,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,0.06696103091210653,0.7238346771009224"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,501,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,6847,37409197,""45,high_20nA,20.0,15117,1,amp_1000_2500|s16_no_lowering|p02_early_pathology,amp_1000_2500,s16_no_lowering,p02_early_pathology,0.999990204887718,0.7070398405281811"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,502,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,6848,37409197,""45,high_20nA,20.0,15118,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05814891365653273,0.6176012205411421"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,503,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,6921,37409197,""45,high_20nA,20.0,15292,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.11511797563761757,0.3974550670304184"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,504,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,7007,37409197,""45,high_20nA,20.0,15491,0,amp_2500_4500|s16_mild_lowering|p02_early_pathology,amp_2500_4500,s16_mild_lowering,p02_early_pathology,0.002151158157013164,0.30432528266033126""",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,505,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,7440,37409197,""45,high_20nA,20.0,16447,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.02837205010636004,0.2513227645369874"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,506,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,7447,37409197,""45,high_20nA,20.0,16455,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04938941425151198,0.6291924514009034"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,507,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,7581,37409197,""45,high_20nA,20.0,16722,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06057466336595364,0.635721214761062"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,508,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,7882,37409197,""45,high_20nA,20.0,17333,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.3708659019433919,0.5676386815113926"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,509,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,8129,37409197,""45,high_20nA,20.0,17818,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05238496708964099,0.6300810636964141"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,510,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,8232,37409197,""45,high_20nA,20.0,18002,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.3660291511290908,0.6433147457370649"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,511,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,8362,37409197,""45,high_20nA,20.0,18279,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.08614206337787687,0.3761511050315359"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,512,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,8710,37409197,""45,high_20nA,20.0,19030,0,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,0.8063584019366711,0.7048312147057494"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,513,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,9569,37409197,""45,high_20nA,20.0,20749,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.36560121475911794,0.3571626223388467"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,514,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,9941,37409197,""45,high_20nA,20.0,21465,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.010335786652151109,0.5776640397392702"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,515,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,10076,37409197,""45,high_20nA,20.0,21738,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05715114668520418,0.5281623289073478"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,516,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,10506,37409197,""45,high_20nA,20.0,22543,0,amp_ge_4500|s16_mild_lowering|p02_broad_late,amp_ge_4500,s16_mild_lowering,p02_broad_late,0.03349415112843262,0.4997244243092357"",False",False
