ticket_id,study,path,title,in_scope,win_evidence,claimed_qspace_template_win,promoted_claim,all_controls_present,all_controls_clean,linter_fail,fail_reasons,has_mean_template,has_shuffled_target,has_train_eval_run_overlap,has_train_eval_key_overlap,has_no_run_event_features,clean_mean_template,clean_shuffled_target,clean_train_eval_run_overlap,clean_train_eval_key_overlap,clean_no_run_event_features,document_token_count
1781015093.889.4aa141a8,P03c,reports/1781015093.889.4aa141a8/result.json,waveform-only 1D CNN versus P03b MLP timing with leave-one-run-out gates,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1057
1781015093.954.4d504688,P03d,reports/1781015093.954.4d504688/result.json,per-stave waveform MLP calibration failure analysis,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,831
1781015168.1090.5b553d2a,S16f,reports/1781015168.1090.5b553d2a/result.json,,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,545
1781015168.1156.3a38609b,S16g,reports/1781015168.1156.3a38609b/result.json,,False,,False,False,False,False,False,,False,True,True,False,False,False,True,True,False,False,758
1781015703.804.44f56714,P03f,reports/1781015703.804.44f56714/result.json,early-peak sample-window timing residual ablation,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1538
1781015703.872.41e940b8,P03g,reports/1781015703.872.41e940b8/result.json,waveform timing residual negative-control registry,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1555
1781015703.913.4d60143f,S16h,reports/1781015703.913.4d60143f/result.json,,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,648
1781015703.942.1b746305,S18g,reports/1781015703.942.1b746305/result.json,A-stack robust widths are weak external controls for B covariance; B pulse/topology features dominate held-out covariance behavior.,False,,False,False,False,False,False,,False,True,False,False,True,False,True,False,False,True,564
1781015838.1380.00770dd4,P02e,reports/1781015838.1380.00770dd4/result.json,all-three early-peak timing-tail validation,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,952
1781015838.1407.0539203d,S07h,reports/1781015838.1407.0539203d/result.json,non-D_t target for P02 morphology,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,894
1781015988.1952.109d4b1d,P02d,reports/1781015988.1952.109d4b1d/result.json,early-peak topology versus timing tails,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,824
1781015988.1972.6a842ea9,S01f,reports/1781015988.1972.6a842ea9/result.json,q_template run-stave transfer failure test,False,,False,False,False,False,False,,False,True,False,False,True,False,True,False,False,True,1033
1781016189.1003.2607526c,P01d,reports/1781016189.1003.2607526c/result.json,promote P01b artifact to canonical ccb-data archive,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,356
1781016189.1012.5eef5b75,P01e-loader,reports/1781016189.1012.5eef5b75/result.json,downstream loader validation for P01b latents,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,625
1781016280.4623.016f3ea3,S05d,reports/1781016280.4623.016f3ea3/result.json,per-stave timing priors from B-stack covariance for two-ended projection,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,911
1781016280.4691.3d911c1d,S05e,reports/1781016280.4691.3d911c1d/result.json,B2 saturation features in covariance model,False,,False,False,False,False,False,,False,True,False,False,True,False,True,False,False,True,1251
1781016529.1278.4216653c,P02e,reports/1781016529.1278.4216653c/result.json,leave-one-run-out P01b embedding consumer stability,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,781
1781016530.1346.4e7f7ee0,P01c-loader-checks,reports/1781016530.1346.4e7f7ee0/result.json,publish lightweight P01b artifact loader checks,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,473
1781016667.1095.088d6bb4,P01d,reports/1781016667.1095.088d6bb4/result.json,time-local sample-epoch waveform probe,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,1146
1781016668.1163.37da5572,P03d,reports/1781016668.1163.37da5572/result.json,P01b epoch/domain score as timing nuisance diagnostic,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,499
1781017198.1470.7d872fbe,P06a,reports/1781017198.1470.7d872fbe/result.json,amplitude-binned timing resolution atom table,False,,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,True,813
1781017203.1538.0ce44cf7,S05f,reports/1781017203.1538.0ce44cf7/result.json,B2-local covariance confound matched audit,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1016
1781017209.1606.4c562bce,P01f,reports/1781017209.1606.4c562bce/result.json,domain-residualized waveform latent benchmark,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,554
1781017317.1094.3dce221c,S16e,reports/1781017317.1094.3dce221c/result.json,,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,661
1781017317.1162.6f117818,S16f,reports/1781017317.1162.6f117818/result.json,event-display audit of large-lowering selected pulses,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,538
1781017360.928.15a27ed1,S10e,reports/1781017360.928.15a27ed1/result.json,validate S10d secondary-fraction estimates on high-stat strata,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,582
1781017385.1145.1466621b,P01d,reports/1781017385.1145.1466621b/result.json,run-family leakage sentinels for waveform probes,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,1236
1781017385.1212.733932fe,P01e,reports/1781017385.1212.733932fe/result.json,control-stratum permutation null for P01b latents,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,738
1781017418.11811.0f2442d1,S05d,reports/1781017418.11811.0f2442d1/result.json,sorted ROOT quality-variable A-control repeat,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1030
1781017418.11875.10723959,S05e-rate,reports/1781017418.11875.10723959/result.json,Run-level A/B coincidence-rate model versus B covariance,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,684
1781017990.1312.3c8f5f66,S11d,reports/1781017990.1312.3c8f5f66/result.json,low-current downstream-template support sensitivity for S11b,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1369
1781017996.1381.12c419dc,S11e,reports/1781017996.1381.12c419dc/result.json,blinded waveform audit of S11b high-current candidates,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,772
1781018174.2030.05ac1ce2,P07e,reports/1781018174.2030.05ac1ce2/result.json,duplicate-channel validation for saturation ratio transfer,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,531
1781018174.2098.54a7512c,S05e,reports/1781018174.2098.54a7512c/result.json,B2 covariance after saturation-correction features,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1210
1781018293.1193.5694364a,P07d,reports/1781018293.1193.5694364a/result.json,boundary-shrinkage calibration for natural B2 saturation transfer,False,ml_value_below_traditional,True,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1755
1781018293.1259.7614229a,P07e,reports/1781018293.1259.7614229a/result.json,leading-edge sample ablation for saturation recovery,False,,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,True,1025
1781018533.1152.0dc47f07,S11d,reports/1781018533.1152.0dc47f07/result.json,validate S11c templates on real high-current candidate windows,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,658
1781018533.1179.60a328c5,S11e,reports/1781018533.1179.60a328c5/result.json,residual-pool conditioning for two-pulse closure,False,ml_value_below_traditional,True,True,False,False,False,,False,True,False,False,False,False,True,False,False,False,459
1781018587.1208.05763e48,P01f,reports/1781018587.1208.05763e48/result.json,diagnose event-shuffled timing-control strength,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1320
1781018587.1274.0a8b49e5,S03d,reports/1781018587.1274.0a8b49e5/result.json,exact-fold S02/S03 baselines for P01e candidates,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1179
1781018698.913.17f76add,P05b,reports/1781018698.913.17f76add/result.json,CNN two-pulse threshold utility curves versus separation and amplitude ratio,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,487
1781018699.978.01857c74,P05c,reports/1781018699.978.01857c74/result.json,validate P05a compact CNN on real S11b high-current candidates,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,862
1781018706.1107.40b1618c,P01e,reports/1781018706.1107.40b1618c/result.json,derivative-stability check for sample-6 timing smoothing,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,851
1781018706.1172.330f2aa0,P01e,reports/1781018706.1172.330f2aa0/result.json,template-phase quantization sensitivity for P01d sign flips,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,586
1781018820.3826.39cd42b6,S04c,reports/1781018820.3826.39cd42b6/result.json,pathology-stratified timing-resolution tail table,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,552
1781018820.3891.20547ebd,P04g,reports/1781018820.3891.20547ebd/result.json,dropout-injected amplitude charge recovery closure,False,,False,False,False,False,False,,False,True,True,False,True,False,True,True,False,True,625
1781018820.3955.63293f84,S14d,reports/1781018820.3955.63293f84/result.json,"Raw ROOT reproduction passed at 640,737 selected pulses. The full P09/S10/S16/P07 ladder keeps 0.478 of held-out events and shifts the best traditional proxy (traditional_integral) log charge median by -0.166. Its unsatu",False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,700
1781019500.1759.55e62bed,P07f,reports/1781019500.1759.55e62bed/result.json,calibrate natural B2 saturation knees with odd-channel duplicates,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,572
1781019500.1834.77b10e02,S02d/P07e,reports/1781019500.1834.77b10e02/result.json,P07e retained-window saturation nuisance in S02-style timing tails,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,785
1781019517.3432.5852083f,S03e,reports/1781019517.3432.5852083f/result.json,blind Sample-I to Sample-II transfer for S03a/S03b/HGB timewalk corrections,False,ml_value_below_traditional,True,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,500
1781019517.3497.1b4352d9,S03f,reports/1781019517.3497.1b4352d9/result.json,physically signed shared-stave shrinkage for monotone timewalk bins,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,551
1781020051.1266.2a535acd,S10f,reports/1781020051.1266.2a535acd/result.json,anomaly-label propagation through S10e P04/P07 charge-stratified current excess,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,1699
1781020051.1283.4e533364,S14c,reports/1781020051.1283.4e533364/result.json,"Raw ROOT reproduction passed exactly at 640,737 selected B-stave pulses. On nominal 4 cm geometry, observed even charge gives energy-proxy res68 0.0212; the traditional rising-edge saturation correction gives 0.0289, and",False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,577
1781020163.1096.2cf669f6,S03d,reports/1781020163.1096.2cf669f6/result.json,run-level hierarchical shrinkage for analytic timewalk coefficients vs S03b and ML,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,563
1781020163.1162.0da302da,S03e,reports/1781020163.1162.0da302da/result.json,blind Sample-I to Sample-II transfer of analytic timewalk correction,False,ml_value_below_traditional,True,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,479
1781020221.1052.43e50762,S05d,reports/1781020221.1052.43e50762/result.json,,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,653
1781020221.987.29815c7f,S03f,reports/1781020221.987.29815c7f/result.json,Sample-I downstream sparse-topology validation of S03e single-stave proxy,False,ml_value_below_traditional,True,True,False,False,False,,False,True,False,False,True,False,True,False,False,True,617
1781020297.470.075250d8,S03g,reports/1781020297.470.075250d8/result.json,HGB timewalk feature monotonicity audit,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,536
1781020303.539.78bf7a44,P07g,reports/1781020303.539.78bf7a44/result.json,saturation recovery acceptance rule from bias envelope,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,734
1781020308.607.456c4f7e,P08b,reports/1781020308.607.456c4f7e/result.json,charge-current matched waveform PID leakage null,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,847
1781020357.1325.151278fa,S14c,reports/1781020357.1325.151278fa/result.json,"Raw ROOT reproduction passed exactly at 640,737 B-stack selected pulses and the A-stack S18 count anchors also reproduce exactly. On held-out runs, the traditional S14 energy-proxy strata show A-any high-minus-low -0.009",False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,708
1781020357.1391.009a0721,S14d,reports/1781020357.1391.009a0721/result.json,"The nominal material-budget scan reproduces S00 exactly and gives held-out odd-readout energy-proxy res68 0.0212 for the PSTAR/depth/even-charge lookup versus 0.0248 for monotonic HGB (ML - traditional 0.0036, run-block ",False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,712
1781020836.1200.49ae531d,S03f,reports/1781020836.1200.49ae531d/result.json,Sample-I downstream topology stratification for blind timewalk transfer,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1328
1781020836.1265.142a0291,S03g,reports/1781020836.1265.142a0291/result.json,Sample-II calibration run 64 pure transfer diagnostic for S03e,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,545
1781020939.1148.2ac43171,S03f,reports/1781020939.1148.2ac43171/result.json,run-level hierarchical shrinkage for shared monotonic downstream-stave timewalk bins,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,560
1781020939.1214.51534983,S03c,reports/1781020939.1214.51534983/result.json,ridge timewalk residual stability with train-only run-family covariates,False,ml_value_below_traditional,True,True,False,False,False,,False,True,False,False,False,False,True,False,False,False,495
1781020977.1287.077c1595,S03f,reports/1781020977.1287.077c1595/result.json,hierarchical shrinkage for signed inverse-amplitude timewalk scales,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,574
1781020980.5750.33243f80,S03e,reports/1781020980.5750.33243f80/result.json,blind Sample-I-analysis to Sample-II transfer for S03a/S03d population coefficients,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,494
1781020980.5815.7557392d,S03f,reports/1781020980.5815.7557392d/result.json,robust heavy-tail analytic timewalk loss for run-61-like folds,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,484
1781021714.1194.414e1474,P09c,reports/1781021714.1194.414e1474/result.json,,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,1497
1781021714.1215.508e2136,P09d,reports/1781021714.1215.508e2136/result.json,,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,769
1781021805.1799.6d33505e,S06a,reports/1781021805.1799.6d33505e/result.json,charge-proxy timing-resolution monotonicity after S14b,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,648
1781021825.1891.293d03cc,P10f,reports/1781021825.1891.293d03cc/result.json,"ExtraTrees improves held-out q/tail-shape MSE over the empirical template, but the shuffled-live10 control is not worse than real ML live10, so P10f does not promote the live-time transfer as trustworthy.",True,ml_minus_traditional_deltas:q_template_mse;ml_minus_traditional_deltas[0].delta;ml_minus_traditional_deltas[1].delta;ml_minus_traditional_deltas[2].delta,True,False,False,False,False,,False,True,True,True,True,False,True,True,True,True,475
1781021831.1960.52610a78,S13c,reports/1781021831.1960.52610a78/result.json,charge-matched current weak-supervision null,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,721
1781021837.2028.5a294edc,P11a,reports/1781021837.2028.5a294edc/result.json,,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1209
1781022084.1663.391b2fbf,S02e,reports/1781022084.1663.391b2fbf/result.json,pre-timing current/rate constrained run-drift nuisance in Sample II LORO timing closure,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1070
1781022085.1728.44066def,S02f,reports/1781022085.1728.44066def/result.json,run-64 calibration-source stress test for S02d,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,651
1781022115.1020.625b5a98,S02f,reports/1781022115.1020.625b5a98/result.json,leave-one-run-out current/rate drift scan over Sample II analysis runs,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1078
1781022115.1037.63125b2f,S02g,reports/1781022115.1037.63125b2f/result.json,external scaler rate covariate audit for S02e Sample II LORO timing closure,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,950
1781022259.1306.086d3074,S03e,reports/1781022259.1306.086d3074/result.json,blind Sample-I to Sample-II transfer of signed S03d timewalk prior,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,548
1781022343.1879.6c8e7427,S02e,reports/1781022343.1879.6c8e7427/result.json,,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,791
1781022344.1947.76bd0c43,S02f,reports/1781022344.1947.76bd0c43/result.json,,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,1651
1781023046.3598.1ff04de7,P04d,reports/1781023046.3598.1ff04de7/result.json,"Topology mixing contributes to the broad P04c transfer, but the remaining widths are still far from a useful duplicate-readout-like closure. A1A3: best real `a_mult_median` res68 0.2636; ridge 0.2674 [0.2606, 0.2732], Ex",False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,752
1781023046.3664.1cf060b8,S14d,reports/1781023046.3664.1cf060b8/result.json,range-order preflight using P04c A/B matched charge,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,804
1781023326.470.61534f82,P04h,reports/1781023326.470.61534f82/result.json,"No B-stack topology, amplitude, saturation, anomaly, or downstream-coincidence stratum passes the preregistered identifiability criteria with both strong run support and a clear real-versus-shuffled separation. The P04c ",False,,False,False,False,False,False,,False,True,True,False,False,False,True,True,False,False,662
1781023333.541.66a8325e,S02h,reports/1781023333.541.66a8325e/result.json,binned-timewalk shuffled-target failure autopsy,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,843
1781023657.1274.61c90efc,S07h,reports/1781023657.1274.61c90efc/result.json,independent high-amplitude all-three App.I RF target,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,942
1781023657.1294.140a38e7,S13d,reports/1781023657.1294.140a38e7/result.json,charge-matched Sample-II current-family timing-tail null,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,711
1781024319.1318.2f4a5acc,S07g,reports/1781024319.1318.2f4a5acc/result.json,,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,719
1781024319.1354.2db2173f,S11e,reports/1781024319.1354.2db2173f/result.json,,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,576
1781024351.1857.07576314,P04e,reports/1781024351.1857.07576314/result.json,"The odd-readout closure still looks excellent on the penetrating rows: Huber duplicate-charge res68 0.0685 and ExtraTrees duplicate-charge res68 0.0119. Against the external B4+B6+B8 target, the closure transfers are muc",False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,1020
1781024351.1905.535c46de,P04f,reports/1781024351.1905.535c46de/result.json,"P04d peak_calibrated reproduces at res68=0.1238.  A train-only residual-basis Huber calibrator using per-stave amplitude-bin PCs, peak anchoring, and tail/baseline terms improves this to 0.0061 (ridge 0.0251), so the fai",False,,False,False,False,False,False,,False,True,False,True,False,False,True,False,True,False,701
1781024786.1471.167d1f38,S07i,reports/1781024786.1471.167d1f38/result.json,S07f score transfer from injected corruption to real high-current strata,False,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,653
1781024829.1287.06196aeb,P10c-followup,reports/1781024829.1287.06196aeb/result.json,run-family calibration mixture diagnostic,True,,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,575
P02_pulse_representation_discovery,P02,reports/P02_pulse_representation_discovery/result.json,,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,606
P07_saturation_recovery,P07,reports/P07_saturation_recovery/result.json,,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,557
