stratum,value,method,n_events,n_accepted,separation_efficiency,pid_auc,pid_balanced_accuracy,pid_confusion_tn,pid_confusion_fp,pid_confusion_fn,pid_confusion_tp,energy_bias_frac,energy_sigma68_frac,timing_bias_ns,timing_sigma68_ns,pileup_miss_rate,saturation_auc,unsaturated_auc,boundary_disagreement_rate
stave,B4,mlp,108,52,0.48148148148148145,0.7107293127629734,0.5746844319775596,41,5,46,16,-0.0106083077360355,0.2517787551693561,14.939755761027833,5.599071326357423,0.36363636363636365,0.7673130193905817,0.6881998277347114,0.19444444444444445
stave,B6,mlp,121,61,0.5041322314049587,0.707103825136612,0.6853825136612022,46,15,23,37,-0.1485643834347491,0.2352929408475269,14.07360580592032,7.130403119229699,0.32786885245901637,0.7777777777777778,0.7053140096618357,0.15702479338842976
stave,B8,mlp,119,61,0.5126050420168067,0.7494259471871412,0.7020665901262916,58,9,24,28,-0.1137467193266383,0.2545093709653599,14.501312150218649,7.458503895778687,0.26785714285714285,0.7839506172839507,0.723889555822329,0.14285714285714285
stave,B2,ridge,132,42,0.3181818181818182,0.8637728007388594,0.7469406603555762,63,8,24,37,-0.1267476206211142,0.1913756436117941,9.585332401379304,6.378005487286403,0.5147058823529411,0.8921428571428571,0.8002481389578164,0.05303030303030303
stave,B4,ridge,108,47,0.4351851851851852,0.8036465638148668,0.7223001402524545,39,7,25,37,-0.0601662390497109,0.16386712598895883,13.04555313063917,7.601919454396404,0.36363636363636365,0.814404432132964,0.8001722652885443,0.1111111111111111
stave,B6,ridge,121,62,0.512396694214876,0.7890710382513662,0.7185792349726776,47,14,20,40,-0.12015694282876825,0.20240857914627988,14.65341124227308,6.792205099775876,0.26229508196721313,0.7333333333333334,0.8260869565217391,0.14049586776859505
stave,B8,ridge,119,56,0.47058823529411764,0.8573478760045924,0.7501435132032146,58,9,19,33,-0.10936290018093875,0.18646024806715716,14.276913113715597,6.251479133912866,0.30357142857142855,0.8549382716049383,0.8643457382953181,0.13445378151260504
stave,B2,template_residual_boosted_stack_new,132,44,0.3333333333333333,0.9069498960978989,0.8323712768413761,60,11,11,50,-0.1061238675991447,0.1940983663183557,11.239578335236484,4.647735130852563,0.47058823529411764,0.9385714285714286,0.8610421836228288,0.29545454545454547
stave,B4,template_residual_boosted_stack_new,108,49,0.4537037037037037,0.9172510518934082,0.8565918653576438,38,8,7,55,-0.0381600052394767,0.20252102272489156,13.46041791892094,6.708754482104564,0.34545454545454546,1.0,0.859603789836348,0.32407407407407407
stave,B6,template_residual_boosted_stack_new,121,60,0.49586776859504134,0.8636612021857923,0.7941256830601093,43,18,7,53,-0.1015258289203826,0.2229250189027174,14.268814402485063,8.510040878562762,0.2459016393442623,0.7911111111111111,0.8893719806763285,0.08264462809917356
stave,B8,template_residual_boosted_stack_new,119,64,0.5378151260504201,0.9018369690011482,0.845292766934558,54,13,6,46,-0.09196307457518371,0.2009560478054786,15.759026692750801,6.222480625182803,0.16071428571428573,0.9135802469135803,0.8937575030012005,0.09243697478991597
pid_name,deuteron,1d_cnn,235,106,0.451063829787234,,0.6085106382978723,0,0,92,143,-0.12480137538095185,0.1828286695764066,11.31786888183386,4.180899508219743,0.35537190082644626,,,0.1702127659574468
pid_name,proton,1d_cnn,245,108,0.44081632653061226,,0.8326530612244898,204,41,0,0,-0.12407013985093429,0.20872902440509528,14.336978740521841,4.321436972019158,0.33613445378151263,,,0.053061224489795916
pid_name,deuteron,deltaE_over_E_likelihood_template,235,62,0.26382978723404255,,0.6510638297872341,0,0,82,153,-0.1254158365037495,0.18576768157811938,9.666959776070017,8.482138614440629,0.6115702479338843,,,0.0
pid_name,proton,deltaE_over_E_likelihood_template,245,61,0.24897959183673468,,0.8040816326530612,197,48,0,0,-0.0706932368957102,0.18181677159159412,11.453385497596337,6.913787358133253,0.6050420168067226,,,0.0
pid_name,deuteron,gradient_boosted_trees,235,102,0.4340425531914894,,0.8382978723404255,0,0,38,197,-0.10375145752506595,0.2019166606777419,11.494297049179014,6.511040796732599,0.371900826446281,,,0.3148936170212766
pid_name,proton,gradient_boosted_trees,245,105,0.42857142857142855,,0.8,196,49,0,0,-0.0585577584660842,0.20359314340588416,15.509188889230934,7.691303390030386,0.35294117647058826,,,0.10204081632653061
pid_name,deuteron,joint_sequence_transformer,235,88,0.37446808510638296,,0.12340425531914893,0,0,206,29,-0.0763395698491082,0.2258437894522404,13.415665228413872,8.360637911836285,0.4214876033057851,,,0.5617021276595745
pid_name,proton,joint_sequence_transformer,245,92,0.37551020408163266,,0.8734693877551021,214,31,0,0,-0.051542773492960756,0.24731328249685985,15.072837561266656,5.896449051383912,0.3949579831932773,,,0.24081632653061225
pid_name,deuteron,mlp,235,111,0.4723404255319149,,0.48936170212765956,0,0,120,115,-0.0969728797093258,0.26541657965685767,11.75336275902849,6.424532401560727,0.371900826446281,,,0.23829787234042554
pid_name,proton,mlp,245,102,0.4163265306122449,,0.8448979591836735,207,38,0,0,-0.0751890056503989,0.2196141283610497,15.222512775390257,6.47430592927642,0.40336134453781514,,,0.05714285714285714
pid_name,deuteron,ridge,235,106,0.451063829787234,,0.625531914893617,0,0,88,147,-0.1272212425083324,0.17539040492451008,11.635577790684357,7.215394782227973,0.34710743801652894,,,0.1702127659574468
pid_name,proton,ridge,245,101,0.4122448979591837,,0.8448979591836735,207,38,0,0,-0.0909311403547862,0.2002037690756438,14.76013706068512,6.708545332853364,0.3865546218487395,,,0.04897959183673469
pid_name,deuteron,template_residual_boosted_stack_new,235,106,0.451063829787234,,0.8680851063829788,0,0,31,204,-0.11054728218649584,0.21813998885889424,11.932980797895798,6.358335629645871,0.32231404958677684,,,0.3021276595744681
pid_name,proton,template_residual_boosted_stack_new,245,111,0.4530612244897959,,0.7959183673469388,195,50,0,0,-0.062106070598059,0.19568333125481685,15.38208298672643,7.5991511803027905,0.3025210084033613,,,0.09795918367346938
